n1	n2	d1	d2	type	m	sig1	sig2	sigm	sdir	d1.c2	d2.c1	d1.cm	d2.cm	dm.c1	dm.c2	c1.c2	c1.cm	c2.cm	d1.p2	d2.p1	dm.p1	dm.p2	p1.p2	d1.scp2	d2.scp1	dm.scp2	dm.scp1	d1.scpd2	d2.scpd1	dm.scpd2	dm.scpd1	big1	big2
20	20	0	0.2	big2	2	2	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
20	20	0	0.2	s2or	2	2	0	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
40	20	0	0.2	raw	100	7	8	7	50	85	68	100	77	100	98	99	100	100	93	92	100	99	100	26	50	36	50	46	50	49	50	21	29
40	20	0	0.2	sig1	7	7	0	4	4	4	3	7	3	7	7	7	7	7	5	5	7	7	7	4	4	4	4	4	4	4	4	4	0
40	20	0	0.2	bsln	4	4	0	4	4	4	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0
40	20	0	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40	20	0	0.2	big2	4	4	0	4	4	4	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0
40	20	0	0.2	s2or	4	4	0	4	4	4	3	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0
80	20	0	0.2	raw	100	3	8	3	52	87	56	100	63	100	96	100	100	100	90	90	100	99	100	4	52	5	52	43	52	47	52	7	45
80	20	0	0.2	sig1	3	3	0	0	0	2	0	3	0	3	2	3	3	3	2	2	3	3	3	0	0	0	0	0	0	0	0	0	0
80	20	0	0.2	bsln	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	20	0	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	20	0	0.2	big2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	20	0	0.2	s2or	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	20	0	0.2	raw	100	6	8	5	51	90	42	100	44	100	94	96	100	99	92	91	100	94	100	0	51	0	51	41	51	43	51	12	39
160	20	0	0.2	sig1	6	6	0	4	3	5	3	6	3	6	5	6	6	6	5	5	6	5	6	0	3	0	3	3	3	3	3	2	1
160	20	0	0.2	bsln	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	0	3	3	3	3	3	2	1
160	20	0	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	20	0	0.2	big2	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	1	3	3	3	3	3	3	1
160	20	0	0.2	s2or	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3	0	3	3	3	3	3	2	1
320	20	0	0.2	raw	100	6	8	7	45	89	31	100	31	100	93	97	100	98	93	89	100	94	100	0	45	0	45	32	45	33	45	10	35
320	20	0	0.2	sig1	6	6	0	6	3	6	2	6	2	6	6	6	6	6	6	6	6	6	6	0	3	0	3	2	3	2	3	1	2
320	20	0	0.2	bsln	3	3	0	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	0	3	0	3	2	3	2	3	1	2
320	20	0	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
320	20	0	0.2	big2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	2	3	3	3	3	3	3	2
320	20	0	0.2	s2or	3	3	0	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	0	3	0	3	2	3	2	3	1	2
20	40	0	0.2	raw	100	4	17	14	50	67	83	78	99	97	100	99	100	100	92	92	99	100	100	50	39	50	43	50	50	50	50	20	30
20	40	0	0.2	sig1	4	4	0	1	2	1	2	2	4	2	4	4	4	4	2	2	4	4	4	2	2	2	2	2	2	2	2	2	0
20	40	0	0.2	bsln	2	2	0	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
20	40	0	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20	40	0	0.2	big2	2	2	0	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
20	40	0	0.2	s2or	2	2	0	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
40	40	0	0.2	raw	100	7	17	11	54	70	70	90	90	97	97	97	100	100	90	90	100	100	100	54	54	54	54	52	53	54	54	21	33
40	40	0	0.2	sig1	7	7	0	3	4	1	2	3	3	6	6	6	7	7	3	3	7	7	7	4	4	4	4	4	3	4	4	4	0
40	40	0	0.2	bsln	4	4	0	3	4	1	2	3	3	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4	3	4	4	4	0
40	40	0	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40	40	0	0.2	big2	4	4	0	3	4	1	2	3	3	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4	3	4	4	4	0
40	40	0	0.2	s2or	4	4	0	3	4	1	2	3	3	4	4	4	4	4	3	3	4	4	4	4	4	4	4	4	3	4	4	4	0
80	40	0	0.2	raw	100	3	17	7	50	76	58	100	70	100	95	100	100	100	87	85	100	100	100	23	50	39	50	42	50	44	50	17	33
80	40	0	0.2	sig1	3	3	1	3	3	2	2	3	2	3	3	3	3	3	2	2	3	3	3	3	3	3	3	2	3	2	3	2	1
80	40	0	0.2	bsln	3	3	1	3	3	2	2	3	2	3	3	3	3	3	2	2	3	3	3	3	3	3	3	2	3	2	3	2	1
80	40	0	0.2	sig2	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	0	1
80	40	0	0.2	big2	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1
80	40	0	0.2	s2or	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1
160	40	0	0.2	raw	100	6	17	8	49	81	47	100	51	100	87	95	100	99	82	82	100	93	100	10	49	16	49	38	49	45	49	9	40
160	40	0	0.2	sig1	6	6	0	3	3	4	3	6	3	6	5	6	6	6	4	4	6	5	6	3	3	3	3	3	3	3	3	1	2
160	40	0	0.2	bsln	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2
160	40	0	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	40	0	0.2	big2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2
160	40	0	0.2	s2or	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2
320	40	0	0.2	raw	100	6	17	6	43	82	32	100	34	100	88	91	100	94	85	84	100	90	99	1	43	1	43	29	43	30	43	4	39
320	40	0	0.2	sig1	6	6	2	4	3	4	3	6	3	6	4	4	6	4	4	4	6	4	5	1	3	1	3	3	3	3	3	3	0
320	40	0	0.2	bsln	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	1	3	3	3	3	3	3	0
320	40	0	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
320	40	0	0.2	big2	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	1	3	3	3	3	3	3	0
320	40	0	0.2	s2or	3	3	0	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	3	1	3	3	3	3	3	3	0
20	80	0	0.2	raw	100	4	24	21	51	60	89	62	100	93	100	98	99	100	91	91	96	100	100	51	27	51	24	51	50	51	51	26	25
20	80	0	0.2	sig1	4	4	2	1	2	0	2	0	4	2	4	2	3	4	2	2	2	4	4	2	0	2	1	2	1	2	2	2	0
20	80	0	0.2	bsln	2	2	0	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	1	2	1	2	2	2	0
20	80	0	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20	80	0	0.2	big2	2	2	0	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	1	2	1	2	2	2	0
20	80	0	0.2	s2or	2	2	0	0	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	0	2	1	2	1	2	2	2	0
40	80	0	0.2	raw	100	7	24	20	51	61	85	75	97	94	100	96	100	100	89	89	97	100	100	51	42	51	49	51	50	51	51	13	38
40	80	0	0.2	sig1	7	7	2	2	3	1	3	2	4	4	7	4	7	7	3	3	4	7	7	3	2	3	3	3	2	3	3	3	0
40	80	0	0.2	bsln	3	3	1	2	3	1	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	3	3	0
40	80	0	0.2	sig2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
40	80	0	0.2	big2	3	3	1	2	3	1	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	3	3	0
40	80	0	0.2	s2or	3	3	1	2	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	1
80	80	0	0.2	raw	100	3	24	14	47	66	66	84	84	96	96	96	100	100	84	84	100	100	100	47	47	47	47	41	47	47	47	12	35
80	80	0	0.2	sig1	3	3	0	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	0
80	80	0	0.2	bsln	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
80	80	0	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	80	0	0.2	big2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
80	80	0	0.2	s2or	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
160	80	0	0.2	raw	100	6	24	9	48	67	52	95	59	99	87	95	100	100	76	76	100	97	100	28	48	41	48	38	48	45	48	8	40
160	80	0	0.2	sig1	6	6	1	2	3	3	3	6	3	6	3	6	6	6	3	3	6	6	6	3	3	3	3	3	3	3	3	2	1
160	80	0	0.2	bsln	3	3	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	1
160	80	0	0.2	sig2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
160	80	0	0.2	big2	3	3	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1
160	80	0	0.2	s2or	3	3	1	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1
320	80	0	0.2	raw	100	6	24	9	44	68	35	100	37	100	85	92	100	97	78	78	100	89	100	9	44	13	44	26	44	34	44	9	35
320	80	0	0.2	sig1	6	6	1	3	3	4	2	6	2	6	5	6	6	6	4	4	6	6	6	3	3	3	3	2	3	3	3	1	2
320	80	0	0.2	bsln	3	3	1	3	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	1	2
320	80	0	0.2	sig2	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1
320	80	0	0.2	big2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2
320	80	0	0.2	s2or	3	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2
20	160	0	0.2	raw	100	4	46	40	49	43	85	45	100	90	100	96	97	100	87	87	91	100	100	49	9	49	8	49	47	49	47	24	25
20	160	0	0.2	sig1	4	4	4	3	1	0	1	0	4	1	4	1	1	4	1	1	1	4	4	1	0	1	1	1	0	1	0	1	0
20	160	0	0.2	bsln	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0
20	160	0	0.2	sig2	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0
20	160	0	0.2	big2	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	0
20	160	0	0.2	s2or	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
40	160	0	0.2	raw	100	7	46	40	51	45	79	49	100	91	100	96	97	100	84	84	95	100	100	51	35	51	35	51	47	51	49	15	36
40	160	0	0.2	sig1	7	7	3	4	3	0	2	0	7	2	7	3	4	7	2	2	3	7	7	3	2	3	3	3	0	3	1	3	0
40	160	0	0.2	bsln	3	3	0	3	3	0	2	0	3	2	3	3	3	3	2	2	3	3	3	3	2	3	3	3	0	3	1	3	0
40	160	0	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40	160	0	0.2	big2	3	3	0	3	3	0	2	0	3	2	3	3	3	3	2	2	3	3	3	3	2	3	3	3	0	3	1	3	0
40	160	0	0.2	s2or	3	3	0	3	3	0	2	0	3	2	3	3	3	3	2	2	3	3	3	3	2	3	3	3	0	3	1	3	0
80	160	0	0.2	raw	100	3	46	37	51	46	76	60	98	94	100	98	100	100	87	87	100	100	100	51	48	51	48	48	50	51	51	10	41
80	160	0	0.2	sig1	3	3	0	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	0
80	160	0	0.2	bsln	3	3	0	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	0
80	160	0	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
80	160	0	0.2	big2	3	3	0	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	0
80	160	0	0.2	s2or	3	3	0	3	3	2	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	0
160	160	0	0.2	raw	100	6	46	24	44	46	45	75	75	92	92	92	100	100	75	75	99	99	99	44	44	44	44	36	44	44	44	9	35
160	160	0	0.2	sig1	6	6	0	2	2	2	2	2	2	6	6	6	6	6	2	2	6	6	6	2	2	2	2	2	2	2	2	2	0
160	160	0	0.2	bsln	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
160	160	0	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
160	160	0	0.2	big2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
160	160	0	0.2	s2or	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
320	160	0	0.2	raw	100	6	46	19	46	42	24	96	35	99	82	90	100	100	65	65	100	98	100	28	46	42	46	22	46	36	46	5	41
320	160	0	0.2	sig1	6	6	2	3	4	4	3	5	4	5	4	5	6	6	4	4	6	5	6	4	4	4	4	4	4	4	4	2	2
320	160	0	0.2	bsln	4	4	1	3	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2
320	160	0	0.2	sig2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
320	160	0	0.2	big2	4	4	2	3	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2
320	160	0	0.2	s2or	4	4	1	3	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	2
20	320	0	0.2	raw	100	4	68	67	52	33	86	34	100	90	100	95	95	100	86	88	92	100	100	52	2	52	1	52	50	52	50	31	21
20	320	0	0.2	sig1	4	4	2	1	1	0	1	0	4	1	4	2	2	4	1	1	1	4	4	1	0	1	0	1	0	1	0	1	0
20	320	0	0.2	bsln	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0
20	320	0	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20	320	0	0.2	big2	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0
20	320	0	0.2	s2or	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0
40	320	0	0.2	raw	100	7	68	64	50	32	86	34	100	87	100	92	97	100	86	86	90	100	100	50	19	50	17	50	46	50	48	15	35
40	320	0	0.2	sig1	7	7	4	5	3	0	2	0	7	2	7	2	5	7	2	2	2	7	7	3	2	3	2	3	2	3	2	3	0
40	320	0	0.2	bsln	3	3	2	3	3	0	2	0	3	2	3	2	3	3	2	2	2	3	3	3	2	3	2	3	2	3	2	3	0
40	320	0	0.2	sig2	2	2	2	2	2	0	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0
40	320	0	0.2	big2	3	3	2	3	3	0	2	0	3	2	3	2	3	3	2	2	2	3	3	3	2	3	2	3	2	3	2	3	0
40	320	0	0.2	s2or	3	3	2	3	3	2	2	2	3	2	3	2	3	3	2	2	2	3	3	3	2	3	2	3	2	3	2	3	2
80	320	0	0.2	raw	100	3	68	61	48	37	75	40	100	91	100	93	99	100	85	83	92	100	100	48	42	48	41	44	47	48	48	10	38
80	320	0	0.2	sig1	3	3	3	3	3	1	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	0
80	320	0	0.2	bsln	3	3	3	3	3	1	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	0
80	320	0	0.2	sig2	3	3	3	3	3	1	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	0
80	320	0	0.2	big2	3	3	3	3	3	1	3	1	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	0
80	320	0	0.2	s2or	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
160	320	0	0.2	raw	100	6	68	48	43	37	50	45	92	79	98	90	100	100	65	65	94	100	100	43	41	43	42	36	43	43	43	4	39
160	320	0	0.2	sig1	6	6	4	2	2	2	2	2	4	3	5	4	6	6	2	2	4	6	6	2	2	2	2	2	2	2	2	1	1
160	320	0	0.2	bsln	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1
160	320	0	0.2	sig2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1
160	320	0	0.2	big2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1
160	320	0	0.2	s2or	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
320	320	0	0.2	raw	100	6	68	35	43	38	38	55	55	80	80	80	100	100	55	55	97	96	96	43	43	43	43	32	43	43	43	7	36
320	320	0	0.2	sig1	6	6	4	3	3	3	3	3	3	3	3	3	6	6	3	3	5	5	5	3	3	3	3	3	3	3	3	1	2
320	320	0	0.2	bsln	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2
320	320	0	0.2	sig2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	2
320	320	0	0.2	big2	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2
320	320	0	0.2	s2or	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2
20	20	0.2	0.2	raw	100	8	8	10	66	84	85	96	97	100	100	100	100	100	96	96	100	100	100	66	66	66	66	65	66	66	66	34	33
20	20	0.2	0.2	sig1	8	8	0	5	5	4	5	6	7	8	8	8	8	8	6	6	8	8	8	5	5	5	5	5	5	5	5	5	0
20	20	0.2	0.2	bsln	5	5	0	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0
20	20	0.2	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20	20	0.2	0.2	big2	5	5	0	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0
20	20	0.2	0.2	s2or	5	5	0	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	0
40	20	0.2	0.2	raw	100	17	8	21	58	86	74	100	84	100	98	100	100	100	92	92	100	100	100	48	58	53	58	58	56	58	58	29	29
40	20	0.2	0.2	sig1	17	17	1	15	15	13	12	17	13	17	17	17	17	17	15	16	17	17	17	15	15	15	15	15	13	15	15	13	2
40	20	0.2	0.2	bsln	15	15	1	15	15	13	12	15	13	15	15	15	15	15	14	15	15	15	15	15	15	15	15	15	13	15	15	13	2
40	20	0.2	0.2	sig2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
40	20	0.2	0.2	big2	15	15	2	15	15	13	12	15	13	15	15	15	15	15	14	15	15	15	15	15	15	15	15	15	13	15	15	15	2
40	20	0.2	0.2	s2or	15	15	1	15	15	13	12	15	13	15	15	15	15	15	14	15	15	15	15	15	15	15	15	15	13	15	15	14	2
80	20	0.2	0.2	raw	100	24	8	31	67	95	71	100	76	100	97	99	100	100	97	96	100	98	100	36	67	35	67	61	67	64	67	26	41
80	20	0.2	0.2	sig1	24	24	4	22	18	22	16	24	17	24	22	23	24	24	22	22	24	23	24	18	18	18	18	18	18	18	18	10	8
80	20	0.2	0.2	bsln	18	18	3	18	18	18	16	18	17	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	10	8
80	20	0.2	0.2	sig2	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	0	3
80	20	0.2	0.2	big2	18	18	8	18	18	18	17	18	17	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	8
80	20	0.2	0.2	s2or	18	18	3	18	18	18	17	18	17	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	13	8
160	20	0.2	0.2	raw	100	46	8	51	69	94	52	100	53	100	96	99	100	99	96	95	100	98	100	10	69	11	69	56	69	59	69	23	46
160	20	0.2	0.2	sig1	46	46	3	45	28	43	20	46	21	46	44	45	46	45	44	44	46	45	46	10	28	11	28	25	28	26	28	11	17
160	20	0.2	0.2	bsln	28	28	2	28	28	28	20	28	21	28	28	28	28	28	28	28	28	28	28	10	28	11	28	25	28	26	28	11	17
160	20	0.2	0.2	sig2	2	2	2	2	2	2	0	2	0	2	2	2	2	2	2	2	2	2	2	1	2	2	2	0	2	0	2	0	2
160	20	0.2	0.2	big2	28	28	17	28	28	28	27	28	27	28	28	28	28	28	28	28	28	28	28	21	28	20	28	28	28	28	28	28	17
160	20	0.2	0.2	s2or	28	28	2	28	28	28	22	28	23	28	28	28	28	28	28	28	28	28	28	11	28	11	28	27	28	28	28	13	17
320	20	0.2	0.2	raw	100	68	8	69	70	96	34	100	35	100	96	99	100	99	96	96	100	96	100	3	70	3	70	52	70	53	70	18	52
320	20	0.2	0.2	sig1	68	68	7	66	48	65	21	68	21	68	65	67	68	67	65	65	68	65	68	3	48	3	48	36	48	36	48	13	35
320	20	0.2	0.2	bsln	48	48	6	48	48	47	21	48	21	48	47	48	48	48	47	47	48	47	48	3	48	3	48	36	48	36	48	13	35
320	20	0.2	0.2	sig2	6	6	6	6	6	5	0	6	0	6	5	6	6	6	5	5	6	5	6	1	6	1	6	0	6	0	6	0	6
320	20	0.2	0.2	big2	48	48	35	48	48	48	43	48	43	48	48	48	48	48	48	48	48	48	48	37	48	37	48	48	48	48	48	48	35
320	20	0.2	0.2	s2or	48	48	6	48	48	48	27	48	27	48	48	48	48	48	48	48	48	48	48	8	48	8	48	42	48	42	48	19	35
20	40	0.2	0.2	raw	100	8	17	16	62	73	82	76	100	98	100	100	100	100	94	94	100	100	100	62	46	62	51	62	59	62	62	36	26
20	40	0.2	0.2	sig1	8	8	0	4	5	2	4	3	8	7	8	8	8	8	5	5	8	8	8	5	5	5	5	5	3	5	5	5	0
20	40	0.2	0.2	bsln	5	5	0	4	5	2	4	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	5	5	0
20	40	0.2	0.2	sig2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
20	40	0.2	0.2	big2	5	5	0	4	5	2	4	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	5	5	0
20	40	0.2	0.2	s2or	5	5	0	4	5	2	4	3	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	3	5	5	5	0
40	40	0.2	0.2	raw	100	17	17	31	62	80	80	91	91	99	99	99	100	100	91	91	100	100	100	62	62	62	62	58	60	62	61	32	30
40	40	0.2	0.2	sig1	17	17	4	14	14	11	11	13	13	16	16	16	17	17	13	13	17	17	17	14	14	14	14	13	12	14	13	12	2
