n1	n2	d1	d2	type	m	sig1	sig2	sdir	sigm	d1.c2	d2.c1	c1.c2	d1.p2	d2.p1	p1.p2	d2.scp1	big2
160	40	0.5	0.5	sig1	995	995	595	983	995	919	621	982	943	939	995	983	519
160	40	0.5	0.5	bsln	983	983	595	983	983	919	621	976	942	938	983	983	519
160	40	0.5	0.5	sig2	595	595	595	595	595	555	400	589	571	565	595	595	483
160	40	0.5	0.5	big2	983	983	631	983	983	959	813	982	966	968	983	983	519
160	40	0.5	0.5	s2or	983	983	595	983	983	959	816	982	966	968	983	983	631
320	40	0.5	0.5	raw	1000	1000	598	988	1000	931	468	989	951	949	1000	988	517
320	40	0.5	0.5	sig1	1000	1000	598	988	1000	931	468	989	951	949	1000	988	517
320	40	0.5	0.5	bsln	988	988	598	988	988	930	468	983	950	948	988	988	517
320	40	0.5	0.5	sig2	598	598	598	598	598	567	313	593	576	569	598	598	500
320	40	0.5	0.5	big2	988	988	615	988	988	961	747	988	972	977	988	988	517
320	40	0.5	0.5	s2or	988	988	598	988	988	961	753	988	972	977	988	988	615
20	80	0.5	0.5	raw	1000	374	889	946	935	590	907	988	930	944	1000	900	425
20	80	0.5	0.5	sig1	374	374	336	374	366	176	322	366	332	347	374	358	12
20	80	0.5	0.5	bsln	374	374	336	374	366	176	322	366	332	347	374	358	12
20	80	0.5	0.5	sig2	336	336	336	336	336	176	299	330	304	318	336	336	12
20	80	0.5	0.5	big2	374	374	336	374	366	176	322	366	332	347	374	358	12
20	80	0.5	0.5	s2or	374	374	336	374	366	336	359	372	364	365	374	358	336
40	80	0.5	0.5	raw	1000	598	889	988	978	717	883	994	942	946	1000	986	483
40	80	0.5	0.5	sig1	598	598	522	598	597	452	545	596	572	577	598	597	137
40	80	0.5	0.5	bsln	598	598	522	598	597	452	545	596	572	577	598	597	137
40	80	0.5	0.5	sig2	522	522	522	522	522	433	494	520	510	511	522	522	137
40	80	0.5	0.5	big2	598	598	522	598	597	457	547	596	572	577	598	597	137
40	80	0.5	0.5	s2or	598	598	522	598	597	541	573	598	584	588	598	597	522
80	80	0.5	0.5	raw	1000	889	889	1000	995	844	843	993	948	950	1000	1000	514
80	80	0.5	0.5	sig1	889	889	793	889	889	774	774	884	853	856	889	889	410
80	80	0.5	0.5	bsln	889	889	793	889	889	774	774	884	853	856	889	889	410
80	80	0.5	0.5	sig2	793	793	793	793	793	719	718	792	778	779	793	793	410
80	80	0.5	0.5	big2	889	889	793	889	889	805	810	884	858	861	889	889	410
80	80	0.5	0.5	s2or	889	889	793	889	889	848	849	885	868	870	889	889	793
160	80	0.5	0.5	raw	1000	995	889	1000	1000	891	748	995	956	954	1000	1000	520
160	80	0.5	0.5	sig1	995	995	886	995	995	887	745	990	952	950	995	995	515
160	80	0.5	0.5	bsln	995	995	886	995	995	887	745	990	952	950	995	995	515
160	80	0.5	0.5	sig2	886	886	886	886	886	817	706	882	859	856	886	886	513
160	80	0.5	0.5	big2	995	995	888	995	995	948	884	994	978	979	995	995	515
160	80	0.5	0.5	s2or	995	995	886	995	995	956	925	994	979	980	995	995	888
320	80	0.5	0.5	raw	1000	1000	889	1000	1000	918	623	992	939	939	1000	1000	532
320	80	0.5	0.5	sig1	1000	1000	889	1000	1000	918	623	992	939	939	1000	1000	532
320	80	0.5	0.5	bsln	1000	1000	889	1000	1000	918	623	992	939	939	1000	1000	532
320	80	0.5	0.5	sig2	889	889	889	889	889	838	612	883	852	851	889	889	532
320	80	0.5	0.5	big2	1000	1000	889	1000	1000	964	823	998	974	975	1000	1000	532
320	80	0.5	0.5	s2or	1000	1000	889	1000	1000	969	900	998	976	977	1000	1000	889
20	160	0.5	0.5	raw	1000	374	995	946	1000	463	923	988	927	937	1000	909	419
20	160	0.5	0.5	sig1	374	374	370	374	374	87	328	366	327	339	374	362	5
20	160	0.5	0.5	bsln	374	374	370	374	374	87	328	366	327	339	374	362	5
20	160	0.5	0.5	sig2	370	370	370	370	370	87	325	362	324	336	370	362	5
20	160	0.5	0.5	big2	374	374	370	374	374	87	328	366	327	339	374	362	5
20	160	0.5	0.5	s2or	374	374	370	374	374	370	373	374	373	373	374	370	370
40	160	0.5	0.5	raw	1000	598	995	988	999	609	928	987	956	960	999	988	466
40	160	0.5	0.5	sig1	598	598	596	598	598	388	563	592	575	581	597	598	118
40	160	0.5	0.5	bsln	598	598	596	598	598	388	563	592	575	581	597	598	118
40	160	0.5	0.5	sig2	596	596	596	596	596	388	563	590	574	579	595	596	118
40	160	0.5	0.5	big2	598	598	596	598	598	393	563	592	575	581	597	598	118
40	160	0.5	0.5	s2or	598	598	596	598	598	596	596	598	597	598	598	598	596
80	160	0.5	0.5	raw	1000	889	995	1000	1000	762	906	995	956	954	1000	1000	472
80	160	0.5	0.5	sig1	889	889	884	889	889	723	829	885	857	857	889	889	361
80	160	0.5	0.5	bsln	889	889	884	889	889	723	829	885	857	857	889	889	361
80	160	0.5	0.5	sig2	884	884	884	884	884	722	827	881	855	855	884	884	361
80	160	0.5	0.5	big2	889	889	884	889	889	759	842	885	861	862	889	889	361
80	160	0.5	0.5	s2or	889	889	884	889	889	885	886	888	886	886	889	889	884
160	160	0.5	0.5	raw	1000	995	995	1000	1000	831	827	996	952	951	1000	1000	499
160	160	0.5	0.5	sig1	995	995	990	995	995	830	826	991	949	948	995	995	494
160	160	0.5	0.5	bsln	995	995	990	995	995	830	826	991	949	948	995	995	494
160	160	0.5	0.5	sig2	990	990	990	990	990	829	825	987	947	946	990	990	494
160	160	0.5	0.5	big2	995	995	990	995	995	917	919	993	970	975	995	995	494
160	160	0.5	0.5	s2or	995	995	990	995	995	991	991	994	992	992	995	995	990
320	160	0.5	0.5	raw	1000	1000	995	1000	1000	903	749	998	955	953	1000	1000	500
320	160	0.5	0.5	sig1	1000	1000	995	1000	1000	903	749	998	955	953	1000	1000	500
320	160	0.5	0.5	bsln	1000	1000	995	1000	1000	903	749	998	955	953	1000	1000	500
320	160	0.5	0.5	sig2	995	995	995	995	995	902	749	993	953	951	995	995	500
320	160	0.5	0.5	big2	1000	1000	995	1000	1000	947	871	999	974	974	1000	1000	500
320	160	0.5	0.5	s2or	1000	1000	995	1000	1000	996	995	1000	997	997	1000	1000	995
20	320	0.5	0.5	raw	1000	374	1000	946	1000	351	943	977	938	950	1000	909	408
20	320	0.5	0.5	sig1	374	374	374	374	374	45	341	361	333	345	374	359	1
20	320	0.5	0.5	bsln	374	374	374	374	374	45	341	361	333	345	374	359	1
20	320	0.5	0.5	sig2	374	374	374	374	374	45	341	361	333	345	374	359	1
20	320	0.5	0.5	big2	374	374	374	374	374	45	341	361	333	345	374	359	1
20	320	0.5	0.5	s2or	374	374	374	374	374	374	374	374	374	374	374	374	374
40	320	0.5	0.5	raw	1000	598	1000	988	1000	484	932	980	937	941	1000	988	473
40	320	0.5	0.5	sig1	598	598	598	598	598	325	563	592	565	570	598	598	103
40	320	0.5	0.5	bsln	598	598	598	598	598	325	563	592	565	570	598	598	103
40	320	0.5	0.5	sig2	598	598	598	598	598	325	563	592	565	570	598	598	103
40	320	0.5	0.5	big2	598	598	598	598	598	327	563	592	565	570	598	598	103
40	320	0.5	0.5	s2or	598	598	598	598	598	598	598	598	598	598	598	598	598
80	320	0.5	0.5	raw	1000	889	1000	1000	1000	621	914	990	957	959	1000	1000	470
80	320	0.5	0.5	sig1	889	889	889	889	889	605	838	881	861	868	889	889	359
80	320	0.5	0.5	bsln	889	889	889	889	889	605	838	881	861	868	889	889	359
80	320	0.5	0.5	sig2	889	889	889	889	889	605	838	881	861	868	889	889	359
80	320	0.5	0.5	big2	889	889	889	889	889	685	840	881	862	869	889	889	359
80	320	0.5	0.5	s2or	889	889	889	889	889	889	889	889	889	889	889	889	889
160	320	0.5	0.5	raw	1000	995	1000	1000	1000	753	903	998	957	959	1000	1000	490
160	320	0.5	0.5	sig1	995	995	995	995	995	753	902	994	956	958	995	995	485
160	320	0.5	0.5	bsln	995	995	995	995	995	753	902	994	956	958	995	995	485
160	320	0.5	0.5	sig2	995	995	995	995	995	753	902	994	956	958	995	995	485
160	320	0.5	0.5	big2	995	995	995	995	995	877	953	995	975	977	995	995	485
160	320	0.5	0.5	s2or	995	995	995	995	995	995	995	995	995	995	995	995	995
320	320	0.5	0.5	raw	1000	1000	1000	1000	1000	843	840	993	957	955	1000	1000	495
320	320	0.5	0.5	sig1	1000	1000	1000	1000	1000	843	840	993	957	955	1000	1000	495
320	320	0.5	0.5	bsln	1000	1000	1000	1000	1000	843	840	993	957	955	1000	1000	495
320	320	0.5	0.5	sig2	1000	1000	1000	1000	1000	843	840	993	957	955	1000	1000	495
320	320	0.5	0.5	big2	1000	1000	1000	1000	1000	922	924	997	980	981	1000	1000	495
320	320	0.5	0.5	s2or	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
20	20	0.8	0.5	raw	1000	688	374	940	815	723	750	983	883	906	1000	940	273
20	20	0.8	0.5	sig1	688	688	252	657	633	449	481	673	584	607	688	657	91
20	20	0.8	0.5	bsln	657	657	252	657	629	449	481	647	580	600	657	657	91
20	20	0.8	0.5	sig2	252	252	252	252	252	236	241	252	250	251	252	252	91
20	20	0.8	0.5	big2	657	657	252	657	629	451	483	647	580	600	657	657	91
20	20	0.8	0.5	s2or	657	657	252	657	629	465	492	647	582	601	657	657	252
40	20	0.8	0.5	raw	1000	948	374	946	973	791	623	978	887	900	999	946	252
40	20	0.8	0.5	sig1	948	948	350	895	930	745	583	926	836	851	947	895	210
40	20	0.8	0.5	bsln	895	895	350	895	889	739	583	891	825	839	895	895	210
40	20	0.8	0.5	sig2	350	350	350	350	350	344	311	350	348	348	350	350	192
40	20	0.8	0.5	big2	895	895	368	895	889	744	613	891	827	841	895	895	210
40	20	0.8	0.5	s2or	895	895	350	895	889	745	622	891	827	841	895	895	368
80	20	0.8	0.5	raw	1000	997	374	946	1000	817	488	965	865	877	999	946	246
80	20	0.8	0.5	sig1	997	997	373	943	997	814	488	962	862	874	996	943	243
80	20	0.8	0.5	bsln	943	943	373	943	943	812	488	935	859	870	943	943	243
80	20	0.8	0.5	sig2	373	373	373	373	373	365	298	371	369	366	373	373	226
80	20	0.8	0.5	big2	943	943	390	943	943	820	551	937	863	877	943	943	243
80	20	0.8	0.5	s2or	943	943	373	943	943	820	563	937	863	877	943	943	390
160	20	0.8	0.5	raw	1000	1000	374	946	1000	822	372	949	852	863	999	946	227
160	20	0.8	0.5	sig1	1000	1000	374	946	1000	822	372	949	852	863	999	946	227
160	20	0.8	0.5	bsln	946	946	374	946	946	822	372	932	850	861	946	946	227
160	20	0.8	0.5	sig2	374	374	374	374	374	369	272	374	371	367	374	374	220
160	20	0.8	0.5	big2	946	946	381	946	946	827	456	932	853	868	946	946	227
160	20	0.8	0.5	s2or	946	946	374	946	946	827	474	932	853	868	946	946	381
320	20	0.8	0.5	raw	1000	1000	374	946	1000	831	273	928	843	862	999	946	217
320	20	0.8	0.5	sig1	1000	1000	374	946	1000	831	273	928	843	862	999	946	217
320	20	0.8	0.5	bsln	946	946	374	946	946	831	273	921	843	862	946	946	217
320	20	0.8	0.5	sig2	374	374	374	374	374	367	234	372	368	367	374	374	216
320	20	0.8	0.5	big2	946	946	375	946	946	838	383	923	849	869	946	946	217
320	20	0.8	0.5	s2or	946	946	374	946	946	838	413	923	849	869	946	946	375
20	40	0.8	0.5	raw	1000	688	598	982	895	614	793	970	852	885	1000	947	230
20	40	0.8	0.5	sig1	688	688	405	679	657	334	497	659	544	579	688	655	47
20	40	0.8	0.5	bsln	679	679	405	679	657	334	497	654	544	579	679	655	47
20	40	0.8	0.5	sig2	405	405	405	405	405	287	362	402	380	388	405	405	47
20	40	0.8	0.5	big2	679	679	405	679	657	336	497	654	544	579	679	655	47
20	40	0.8	0.5	s2or	679	679	405	679	657	452	540	657	569	596	679	655	405
40	40	0.8	0.5	raw	1000	948	598	988	986	659	677	963	833	852	997	988	198
40	40	0.8	0.5	sig1	948	948	569	936	941	612	633	911	782	801	945	936	166
40	40	0.8	0.5	bsln	936	936	569	936	933	612	633	906	781	799	935	936	166
40	40	0.8	0.5	sig2	569	569	569	569	569	492	501	566	546	551	569	569	166
40	40	0.8	0.5	big2	936	936	569	936	933	618	641	906	782	800	935	936	166
40	40	0.8	0.5	s2or	936	936	569	936	933	689	701	909	804	817	935	936	569
80	40	0.8	0.5	raw	1000	997	598	988	1000	691	534	941	797	824	999	988	166
80	40	0.8	0.5	sig1	997	997	595	985	997	690	534	938	795	822	996	985	163
80	40	0.8	0.5	bsln	985	985	595	985	985	690	534	937	795	822	985	985	163
80	40	0.8	0.5	sig2	595	595	595	595	595	548	464	594	579	584	595	595	163
80	40	0.8	0.5	big2	985	985	595	985	985	693	547	937	796	824	985	985	163
80	40	0.8	0.5	s2or	985	985	595	985	985	737	665	938	811	833	985	985	595
160	40	0.8	0.5	raw	1000	1000	598	988	1000	722	369	932	779	808	997	988	121
160	40	0.8	0.5	sig1	1000	1000	598	988	1000	722	369	932	779	808	997	988	121
160	40	0.8	0.5	bsln	988	988	598	988	988	722	369	932	779	808	988	988	121
160	40	0.8	0.5	sig2	598	598	598	598	598	575	359	597	587	589	598	598	121
160	40	0.8	0.5	big2	988	988	598	988	988	725	396	933	781	811	988	988	121
160	40	0.8	0.5	s2or	988	988	598	988	988	745	608	933	790	817	988	988	598
320	40	0.8	0.5	raw	1000	1000	598	988	1000	731	263	911	771	786	996	988	122
320	40	0.8	0.5	sig1	1000	1000	598	988	1000	731	263	911	771	786	996	988	122
320	40	0.8	0.5	bsln	988	988	598	988	988	731	263	911	771	786	987	988	122
320	40	0.8	0.5	sig2	598	598	598	598	598	585	263	598	591	594	598	598	122
320	40	0.8	0.5	big2	988	988	598	988	988	733	299	911	772	788	987	988	122
320	40	0.8	0.5	s2or	988	988	598	988	988	744	598	911	778	790	987	988	598
20	80	0.8	0.5	raw	1000	688	889	994	976	476	841	963	864	886	1000	946	195
20	80	0.8	0.5	sig1	688	688	616	688	683	213	536	652	556	578	688	656	21
20	80	0.8	0.5	bsln	688	688	616	688	683	213	536	652	556	578	688	656	21
20	80	0.8	0.5	sig2	616	616	616	616	616	213	507	591	521	538	616	616	21
20	80	0.8	0.5	big2	688	688	616	688	683	213	536	652	556	578	688	656	21
20	80	0.8	0.5	s2or	688	688	616	688	683	616	645	677	651	656	688	656	616
40	80	0.8	0.5	raw	1000	948	889	1000	997	523	731	950	812	835	998	998	153
40	80	0.8	0.5	sig1	948	948	841	948	947	479	681	898	761	784	946	946	110
40	80	0.8	0.5	bsln	948	948	841	948	947	479	681	898	761	784	946	946	110
40	80	0.8	0.5	sig2	841	841	841	841	841	465	648	812	717	735	839	841	110
40	80	0.8	0.5	big2	948	948	841	948	947	480	681	898	761	784	946	946	110
40	80	0.8	0.5	s2or	948	948	841	948	947	855	874	927	885	890	948	946	841
80	80	0.8	0.5	raw	1000	997	889	1000	1000	534	554	937	742	763	996	1000	111
80	80	0.8	0.5	sig1	997	997	887	997	997	531	551	934	739	760	993	997	108
80	80	0.8	0.5	bsln	997	997	887	997	997	531	551	934	739	760	993	997	108
80	80	0.8	0.5	sig2	887	887	887	887	887	520	540	865	719	737	887	887	108
80	80	0.8	0.5	big2	997	997	887	997	997	536	556	935	740	762	993	997	108
80	80	0.8	0.5	s2or	997	997	887	997	997	898	898	956	907	910	993	997	887
160	80	0.8	0.5	raw	1000	1000	889	1000	1000	537	374	906	675	704	991	1000	68
160	80	0.8	0.5	sig1	1000	1000	889	1000	1000	537	374	906	675	704	991	1000	68
160	80	0.8	0.5	bsln	1000	1000	889	1000	1000	537	374	906	675	704	991	1000	68
160	80	0.8	0.5	sig2	889	889	889	889	889	536	374	863	670	697	889	889	68
160	80	0.8	0.5	big2	1000	1000	889	1000	1000	538	376	906	675	704	991	1000	68
160	80	0.8	0.5	s2or	1000	1000	889	1000	1000	890	889	932	894	896	991	1000	889
320	80	0.8	0.5	raw	1000	1000	889	1000	1000	562	231	850	639	673	987	1000	58
320	80	0.8	0.5	sig1	1000	1000	889	1000	1000	562	231	850	639	673	987	1000	58
320	80	0.8	0.5	bsln	1000	1000	889	1000	1000	562	231	850	639	673	987	1000	58
320	80	0.8	0.5	sig2	889	889	889	889	889	562	231	833	638	672	889	889	58
320	80	0.8	0.5	big2	1000	1000	889	1000	1000	562	241	850	639	673	987	1000	58
320	80	0.8	0.5	s2or	1000	1000	889	1000	1000	889	889	906	890	890	987	1000	889
20	160	0.8	0.5	raw	1000	688	995	994	1000	337	833	945	828	860	999	956	189
20	160	0.8	0.5	sig1	688	688	683	688	688	97	527	635	521	553	687	659	7
20	160	0.8	0.5	bsln	688	688	683	688	688	97	527	635	521	553	687	659	7
20	160	0.8	0.5	sig2	683	683	683	683	683	97	526	632	520	551	682	659	7
20	160	0.8	0.5	big2	688	688	683	688	688	97	527	635	521	553	687	659	7
20	160	0.8	0.5	s2or	688	688	683	688	688	683	684	686	684	685	688	683	683
40	160	0.8	0.5	raw	1000	948	995	1000	1000	369	735	929	769	793	996	1000	114
40	160	0.8	0.5	sig1	948	948	943	948	948	327	683	877	717	741	944	948	71
40	160	0.8	0.5	bsln	948	948	943	948	948	327	683	877	717	741	944	948	71
40	160	0.8	0.5	sig2	943	943	943	943	943	327	681	873	715	739	939	943	71
40	160	0.8	0.5	big2	948	948	943	948	948	327	683	877	717	741	944	948	71
40	160	0.8	0.5	s2or	948	948	943	948	948	943	945	947	945	945	948	948	943
80	160	0.8	0.5	raw	1000	997	995	1000	1000	348	549	890	656	676	993	1000	67
80	160	0.8	0.5	sig1	997	997	992	997	997	346	547	887	654	674	990	997	64
80	160	0.8	0.5	bsln	997	997	992	997	997	346	547	887	654	674	990	997	64
80	160	0.8	0.5	sig2	992	992	992	992	992	346	547	887	654	674	985	992	64
80	160	0.8	0.5	big2	997	997	992	997	997	348	548	887	655	675	990	997	64
80	160	0.8	0.5	s2or	997	997	992	997	997	992	992	992	992	992	997	997	992
160	160	0.8	0.5	raw	1000	1000	995	1000	1000	301	307	825	522	543	983	1000	30
160	160	0.8	0.5	sig1	1000	1000	995	1000	1000	301	307	825	522	543	983	1000	30
160	160	0.8	0.5	bsln	1000	1000	995	1000	1000	301	307	825	522	543	983	1000	30
160	160	0.8	0.5	sig2	995	995	995	995	995	301	307	825	522	543	982	995	30
160	160	0.8	0.5	big2	1000	1000	995	1000	1000	302	308	825	522	543	983	1000	30
160	160	0.8	0.5	s2or	1000	1000	995	1000	1000	995	995	995	995	995	996	1000	995
320	160	0.8	0.5	raw	1000	1000	995	1000	1000	285	165	718	412	424	967	1000	12
320	160	0.8	0.5	sig1	1000	1000	995	1000	1000	285	165	718	412	424	967	1000	12
320	160	0.8	0.5	bsln	1000	1000	995	1000	1000	285	165	718	412	424	967	1000	12
320	160	0.8	0.5	sig2	995	995	995	995	995	285	165	718	412	424	965	995	12
320	160	0.8	0.5	big2	1000	1000	995	1000	1000	285	165	718	412	424	967	1000	12
320	160	0.8	0.5	s2or	1000	1000	995	1000	1000	995	995	995	995	995	997	1000	995
20	320	0.8	0.5	raw	1000	688	1000	994	1000	244	843	928	836	862	998	955	171
20	320	0.8	0.5	sig1	688	688	688	688	688	42	537	618	527	553	686	660	2
20	320	0.8	0.5	bsln	688	688	688	688	688	42	537	618	527	553	686	660	2
20	320	0.8	0.5	sig2	688	688	688	688	688	42	537	618	527	553	686	660	2
20	320	0.8	0.5	big2	688	688	688	688	688	42	537	618	527	553	686	660	2
20	320	0.8	0.5	s2or	688	688	688	688	688	688	688	688	688	688	688	688	688
40	320	0.8	0.5	raw	1000	948	1000	1000	1000	255	746	913	761	788	993	1000	105
40	320	0.8	0.5	sig1	948	948	948	948	948	225	694	861	709	736	941	948	60
40	320	0.8	0.5	bsln	948	948	948	948	948	225	694	861	709	736	941	948	60
40	320	0.8	0.5	sig2	948	948	948	948	948	225	694	861	709	736	941	948	60
40	320	0.8	0.5	big2	948	948	948	948	948	230	694	861	709	736	941	948	60
40	320	0.8	0.5	s2or	948	948	948	948	948	948	948	948	948	948	948	948	948
80	320	0.8	0.5	raw	1000	997	1000	1000	1000	209	553	836	605	626	988	1000	56
80	320	0.8	0.5	sig1	997	997	997	997	997	207	550	833	602	623	985	997	53
80	320	0.8	0.5	bsln	997	997	997	997	997	207	550	833	602	623	985	997	53
80	320	0.8	0.5	sig2	997	997	997	997	997	207	550	833	602	623	985	997	53
80	320	0.8	0.5	big2	997	997	997	997	997	211	550	833	602	623	985	997	53
80	320	0.8	0.5	s2or	997	997	997	997	997	997	997	997	997	997	997	997	997
160	320	0.8	0.5	raw	1000	1000	1000	1000	1000	139	288	724	415	431	975	1000	15
160	320	0.8	0.5	sig1	1000	1000	1000	1000	1000	139	288	724	415	431	975	1000	15
160	320	0.8	0.5	bsln	1000	1000	1000	1000	1000	139	288	724	415	431	975	1000	15
160	320	0.8	0.5	sig2	1000	1000	1000	1000	1000	139	288	724	415	431	975	1000	15
160	320	0.8	0.5	big2	1000	1000	1000	1000	1000	139	288	724	415	431	975	1000	15
160	320	0.8	0.5	s2or	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
320	320	0.8	0.5	raw	1000	1000	1000	1000	1000	111	116	559	268	275	910	1000	6
320	320	0.8	0.5	sig1	1000	1000	1000	1000	1000	111	116	559	268	275	910	1000	6
320	320	0.8	0.5	bsln	1000	1000	1000	1000	1000	111	116	559	268	275	910	1000	6
320	320	0.8	0.5	sig2	1000	1000	1000	1000	1000	111	116	559	268	275	910	1000	6
320	320	0.8	0.5	big2	1000	1000	1000	1000	1000	111	116	559	268	275	910	1000	6
320	320	0.8	0.5	s2or	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
20	20	1	0.5	raw	1000	855	374	945	892	613	654	951	786	833	996	945	155
20	20	1	0.5	sig1	855	855	327	807	808	476	517	806	641	689	851	807	74
20	20	1	0.5	bsln	807	807	327	807	790	476	517	779	636	681	805	807	74
20	20	1	0.5	sig2	327	327	327	327	327	282	294	324	311	318	327	327	74
20	20	1	0.5	big2	807	807	327	807	790	479	521	779	636	681	805	807	74
20	20	1	0.5	s2or	807	807	327	807	790	521	550	782	652	690	805	807	327
40	20	1	0.5	raw	1000	989	374	946	994	630	476	927	755	782	996	946	137
40	20	1	0.5	sig1	989	989	372	935	987	619	466	916	744	771	985	935	130
40	20	1	0.5	bsln	935	935	372	935	934	619	466	897	744	771	935	935	130
40	20	1	0.5	sig2	372	372	372	372	372	353	310	372	367	368	372	372	128
40	20	1	0.5	big2	935	935	374	935	934	622	481	897	745	772	935	935	130
40	20	1	0.5	s2or	935	935	372	935	934	638	528	897	749	775	935	935	374
80	20	1	0.5	raw	1000	1000	374	946	1000	655	322	908	725	763	995	946	103
80	20	1	0.5	sig1	1000	1000	374	946	1000	655	322	908	725	763	995	946	103
80	20	1	0.5	bsln	946	946	374	946	946	655	322	901	725	763	946	946	103
80	20	1	0.5	sig2	374	374	374	374	374	365	273	373	371	372	374	374	103
80	20	1	0.5	big2	946	946	374	946	946	657	345	902	727	765	946	946	103
80	20	1	0.5	s2or	946	946	374	946	946	664	423	902	728	765	946	946	374
160	20	1	0.5	raw	1000	1000	374	946	1000	664	221	859	701	730	995	946	100
160	20	1	0.5	sig1	1000	1000	374	946	1000	664	221	859	701	730	995	946	100
160	20	1	0.5	bsln	946	946	374	946	946	664	221	859	701	730	946	946	100
160	20	1	0.5	sig2	374	374	374	374	374	372	214	374	373	372	374	374	100
160	20	1	0.5	big2	946	946	374	946	946	666	243	859	702	732	946	946	100
160	20	1	0.5	s2or	946	946	374	946	946	666	381	859	702	732	946	946	374
320	20	1	0.5	raw	1000	1000	374	946	1000	670	160	816	697	721	991	946	92
320	20	1	0.5	sig1	1000	1000	374	946	1000	670	160	816	697	721	991	946	92
320	20	1	0.5	bsln	946	946	374	946	946	670	160	816	697	721	946	946	92
320	20	1	0.5	sig2	374	374	374	374	374	373	159	374	373	372	374	374	92
320	20	1	0.5	big2	946	946	374	946	946	671	198	816	698	723	946	946	92
320	20	1	0.5	s2or	946	946	374	946	946	671	375	816	698	723	946	946	374
20	40	1	0.5	raw	1000	855	598	987	940	430	663	936	731	783	991	950	114
20	40	1	0.5	sig1	855	855	511	844	827	292	520	791	586	638	846	812	30
20	40	1	0.5	bsln	844	844	511	844	825	292	520	789	586	638	838	812	30
20	40	1	0.5	sig2	511	511	511	511	511	259	405	496	427	450	511	511	30
20	40	1	0.5	big2	844	844	511	844	825	293	521	789	586	638	838	812	30
20	40	1	0.5	s2or	844	844	511	844	825	544	626	804	670	699	838	812	511
40	40	1	0.5	raw	1000	989	598	988	997	427	447	889	649	680	990	988	68
40	40	1	0.5	sig1	989	989	590	977	987	419	439	878	638	671	979	977	58
40	40	1	0.5	bsln	977	977	590	977	975	419	439	877	638	671	970	977	58
40	40	1	0.5	sig2	590	590	590	590	590	370	384	579	495	509	590	590	58
40	40	1	0.5	big2	977	977	590	977	975	419	439	877	638	671	970	977	58
40	40	1	0.5	s2or	977	977	590	977	975	639	645	888	733	752	970	977	590
80	40	1	0.5	raw	1000	1000	598	988	1000	432	262	829	571	597	984	988	35
80	40	1	0.5	sig1	1000	1000	598	988	1000	432	262	829	571	597	984	988	35
80	40	1	0.5	bsln	988	988	598	988	988	432	262	829	571	597	976	988	35
80	40	1	0.5	sig2	598	598	598	598	598	398	256	585	497	514	598	598	35
80	40	1	0.5	big2	988	988	598	988	988	432	265	829	571	597	976	988	35
80	40	1	0.5	s2or	988	988	598	988	988	632	604	842	672	681	976	988	598
160	40	1	0.5	raw	1000	1000	598	988	1000	416	145	762	492	520	971	988	27
160	40	1	0.5	sig1	1000	1000	598	988	1000	416	145	762	492	520	971	988	27
160	40	1	0.5	bsln	988	988	598	988	988	416	145	762	492	520	969	988	27
160	40	1	0.5	sig2	598	598	598	598	598	398	145	587	464	488	598	598	27
160	40	1	0.5	big2	988	988	598	988	988	416	152	762	492	520	969	988	27
160	40	1	0.5	s2or	988	988	598	988	988	616	598	773	626	630	969	988	598
320	40	1	0.5	raw	1000	1000	598	988	1000	420	90	671	459	489	976	988	24
320	40	1	0.5	sig1	1000	1000	598	988	1000	420	90	671	459	489	976	988	24
320	40	1	0.5	bsln	988	988	598	988	988	420	90	671	459	489	975	988	24
320	40	1	0.5	sig2	598	598	598	598	598	417	90	578	452	478	598	598	24
320	40	1	0.5	big2	988	988	598	988	988	420	96	671	459	489	975	988	24
320	40	1	0.5	s2or	988	988	598	988	988	601	598	691	605	609	975	988	598
20	80	1	0.5	raw	1000	855	889	999	987	290	692	899	712	761	993	951	102
20	80	1	0.5	sig1	855	855	755	855	850	161	548	754	567	616	848	813	17
20	80	1	0.5	bsln	855	855	755	855	850	161	548	754	567	616	848	813	17
20	80	1	0.5	sig2	755	755	755	755	755	161	517	687	533	577	752	755	17
20	80	1	0.5	big2	855	855	755	855	850	161	548	754	567	616	848	813	17
20	80	1	0.5	s2or	855	855	755	855	850	755	786	822	789	794	851	813	755
40	80	1	0.5	raw	1000	989	889	1000	998	257	452	825	558	605	986	998	38
40	80	1	0.5	sig1	989	989	880	989	989	248	441	814	547	594	975	988	31
40	80	1	0.5	bsln	989	989	880	989	989	248	441	814	547	594	975	988	31
40	80	1	0.5	sig2	880	880	880	880	880	246	435	773	535	581	873	880	31
40	80	1	0.5	big2	989	989	880	989	989	249	441	814	547	594	975	988	31
40	80	1	0.5	s2or	989	989	880	989	989	882	886	921	892	893	982	988	880
80	80	1	0.5	raw	1000	1000	889	1000	1000	231	247	742	409	443	961	1000	15
80	80	1	0.5	sig1	1000	1000	889	1000	1000	231	247	742	409	443	961	1000	15
80	80	1	0.5	bsln	1000	1000	889	1000	1000	231	247	742	409	443	961	1000	15
